IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
172.121.56.175,25212,TRUE,IAD,North America,Ashburn,277 ms,6308 kB/s
216.83.47.245,25227,TRUE,MIA,North America,Miami,232 ms,6307 kB/s
172.121.49.235,25228,TRUE,MIA,North America,Miami,226 ms,6307 kB/s
67.215.254.99,25232,TRUE,MIA,North America,Miami,242 ms,6304 kB/s
209.51.136.182,25228,TRUE,MIA,North America,Miami,247 ms,6304 kB/s
72.9.227.118,25232,TRUE,MIA,North America,Miami,212 ms,6304 kB/s
172.252.113.28,25220,TRUE,MIA,North America,Miami,209 ms,6304 kB/s
72.9.227.75,25229,TRUE,MIA,North America,Miami,210 ms,6302 kB/s
172.252.83.132,25242,TRUE,MIA,North America,Miami,231 ms,6301 kB/s
198.177.59.178,25232,TRUE,MIA,North America,Miami,232 ms,6301 kB/s
216.83.47.248,25227,TRUE,MIA,North America,Miami,238 ms,6300 kB/s
5.161.149.54,8080,TRUE,IAD,North America,Ashburn,235 ms,6298 kB/s
172.252.113.62,25222,TRUE,MIA,North America,Miami,213 ms,6298 kB/s
67.215.254.91,25224,TRUE,MIA,North America,Miami,229 ms,6297 kB/s
72.9.227.70,25232,TRUE,MIA,North America,Miami,230 ms,6294 kB/s
216.83.47.217,25227,TRUE,MIA,North America,Miami,229 ms,6292 kB/s
209.51.136.171,25226,TRUE,MIA,North America,Miami,206 ms,6292 kB/s
198.177.59.172,25222,TRUE,MIA,North America,Miami,238 ms,6291 kB/s
142.171.42.189,9070,TRUE,LAX,North America,Los Angeles,176 ms,6290 kB/s
172.252.113.170,25222,TRUE,MIA,North America,Miami,237 ms,6288 kB/s
104.253.10.190,25220,TRUE,IAD,North America,Ashburn,274 ms,6288 kB/s
40.27.137.56,25255,TRUE,MIA,North America,Miami,209 ms,6287 kB/s
172.252.113.146,25222,TRUE,MIA,North America,Miami,234 ms,6287 kB/s
172.121.49.99,25224,TRUE,MIA,North America,Miami,208 ms,6287 kB/s
172.120.250.87,25232,TRUE,MIA,North America,Miami,231 ms,6285 kB/s
207.210.125.22,25226,TRUE,MIA,North America,Miami,238 ms,6285 kB/s
207.210.125.30,25226,TRUE,MIA,North America,Miami,230 ms,6284 kB/s
216.83.47.231,25227,TRUE,MIA,North America,Miami,206 ms,6283 kB/s
216.83.47.208,25227,TRUE,MIA,North America,Miami,236 ms,6282 kB/s
107.151.216.10,25226,TRUE,MIA,North America,Miami,208 ms,6279 kB/s
172.252.113.25,25220,TRUE,MIA,North America,Miami,239 ms,6277 kB/s
198.177.59.151,25227,TRUE,MIA,North America,Miami,240 ms,6275 kB/s
67.215.254.67,25232,TRUE,MIA,North America,Miami,239 ms,6270 kB/s
207.210.125.53,25232,TRUE,MIA,North America,Miami,207 ms,6269 kB/s
216.83.47.249,25242,TRUE,MIA,North America,Miami,209 ms,6268 kB/s
40.27.137.59,25255,TRUE,MIA,North America,Miami,235 ms,6266 kB/s
172.252.113.30,25222,TRUE,MIA,North America,Miami,207 ms,6264 kB/s
72.9.227.100,25232,TRUE,MIA,North America,Miami,237 ms,6262 kB/s
172.121.49.106,25242,TRUE,MIA,North America,Miami,232 ms,6261 kB/s
172.252.113.164,25222,TRUE,MIA,North America,Miami,210 ms,6261 kB/s
172.121.56.163,25212,TRUE,IAD,North America,Ashburn,238 ms,6260 kB/s
40.223.251.129,25212,TRUE,IAD,North America,Ashburn,235 ms,6260 kB/s
172.252.113.42,25229,TRUE,MIA,North America,Miami,231 ms,6257 kB/s
172.252.113.49,25220,TRUE,MIA,North America,Miami,237 ms,6257 kB/s
172.252.113.156,25222,TRUE,MIA,North America,Miami,230 ms,6256 kB/s
104.145.214.173,25212,TRUE,IAD,North America,Ashburn,293 ms,6256 kB/s
198.177.59.112,25227,TRUE,MIA,North America,Miami,230 ms,6255 kB/s
209.178.239.75,25232,TRUE,MIA,North America,Miami,243 ms,6255 kB/s
209.178.239.75,25226,TRUE,MIA,North America,Miami,231 ms,6255 kB/s
172.121.37.43,25220,TRUE,IAD,North America,Ashburn,270 ms,6254 kB/s
198.177.59.108,25226,TRUE,MIA,North America,Miami,231 ms,6253 kB/s
172.252.113.52,25220,TRUE,MIA,North America,Miami,205 ms,6250 kB/s
67.215.254.80,25224,TRUE,MIA,North America,Miami,236 ms,6250 kB/s
172.252.113.137,25222,TRUE,MIA,North America,Miami,209 ms,6250 kB/s
172.252.113.51,25222,TRUE,MIA,North America,Miami,230 ms,6250 kB/s
172.121.10.101,25212,TRUE,IAD,North America,Ashburn,238 ms,6249 kB/s
172.252.113.164,25229,TRUE,MIA,North America,Miami,240 ms,6248 kB/s
72.9.227.126,25229,TRUE,MIA,North America,Miami,217 ms,6247 kB/s
172.252.113.40,25228,TRUE,MIA,North America,Miami,236 ms,6245 kB/s
172.252.113.14,25220,TRUE,MIA,North America,Miami,230 ms,6245 kB/s
40.27.137.47,25255,TRUE,MIA,North America,Miami,238 ms,6243 kB/s
172.252.113.61,25220,TRUE,MIA,North America,Miami,231 ms,6243 kB/s
172.121.49.101,25262,TRUE,MIA,North America,Miami,235 ms,6242 kB/s
172.252.113.45,25220,TRUE,MIA,North America,Miami,230 ms,6242 kB/s
67.215.254.104,25232,TRUE,MIA,North America,Miami,238 ms,6240 kB/s
172.252.113.26,25220,TRUE,MIA,North America,Miami,206 ms,6237 kB/s
207.210.125.1,25226,TRUE,MIA,North America,Miami,234 ms,6237 kB/s
72.9.227.101,25229,TRUE,MIA,North America,Miami,230 ms,6237 kB/s
72.9.227.102,25228,TRUE,MIA,North America,Miami,244 ms,6235 kB/s
172.252.113.24,25220,TRUE,MIA,North America,Miami,208 ms,6234 kB/s
207.210.125.28,25226,TRUE,MIA,North America,Miami,237 ms,6234 kB/s
72.9.227.71,25229,TRUE,MIA,North America,Miami,226 ms,6233 kB/s
178.156.166.12,449,TRUE,IAD,North America,Ashburn,238 ms,6233 kB/s
172.252.113.172,25222,TRUE,MIA,North America,Miami,239 ms,6232 kB/s
40.27.137.27,25255,TRUE,MIA,North America,Miami,232 ms,6230 kB/s
216.83.47.206,25242,TRUE,MIA,North America,Miami,234 ms,6230 kB/s
172.252.113.58,25224,TRUE,MIA,North America,Miami,236 ms,6228 kB/s
207.210.125.49,25222,TRUE,MIA,North America,Miami,242 ms,6228 kB/s
172.252.113.59,25220,TRUE,MIA,North America,Miami,235 ms,6227 kB/s
216.83.47.230,25227,TRUE,MIA,North America,Miami,225 ms,6224 kB/s
207.210.125.37,25228,TRUE,MIA,North America,Miami,238 ms,6224 kB/s
72.9.227.70,25229,TRUE,MIA,North America,Miami,234 ms,6224 kB/s
198.177.59.113,25227,TRUE,MIA,North America,Miami,208 ms,6224 kB/s
172.252.113.190,25222,TRUE,MIA,North America,Miami,226 ms,6224 kB/s
172.252.113.29,25222,TRUE,MIA,North America,Miami,228 ms,6223 kB/s
67.215.254.87,25220,TRUE,MIA,North America,Miami,234 ms,6222 kB/s
40.27.137.3,25255,TRUE,MIA,North America,Miami,236 ms,6222 kB/s
172.252.113.171,25222,TRUE,MIA,North America,Miami,231 ms,6221 kB/s
40.27.137.49,25292,TRUE,MIA,North America,Miami,212 ms,6221 kB/s
216.83.47.239,25242,TRUE,MIA,North America,Miami,240 ms,6221 kB/s
172.252.113.56,25220,TRUE,MIA,North America,Miami,240 ms,6220 kB/s
172.252.113.181,25222,TRUE,MIA,North America,Miami,238 ms,6220 kB/s
67.215.254.72,25232,TRUE,MIA,North America,Miami,221 ms,6220 kB/s
40.27.137.17,25255,TRUE,MIA,North America,Miami,234 ms,6218 kB/s
209.51.136.188,25229,TRUE,MIA,North America,Miami,206 ms,6217 kB/s
72.9.227.104,25232,TRUE,MIA,North America,Miami,213 ms,6216 kB/s
172.121.49.238,25228,TRUE,MIA,North America,Miami,236 ms,6215 kB/s
40.27.137.12,25255,TRUE,MIA,North America,Miami,213 ms,6212 kB/s
67.215.254.73,25220,TRUE,MIA,North America,Miami,230 ms,6212 kB/s
72.9.227.78,25220,TRUE,MIA,North America,Miami,235 ms,6211 kB/s
207.210.125.8,25222,TRUE,MIA,North America,Miami,238 ms,6211 kB/s
172.252.113.129,25222,TRUE,MIA,North America,Miami,233 ms,6209 kB/s
172.252.113.31,25220,TRUE,MIA,North America,Miami,229 ms,6209 kB/s
172.252.113.165,25222,TRUE,MIA,North America,Miami,226 ms,6208 kB/s
172.252.113.25,25212,TRUE,MIA,North America,Miami,236 ms,6208 kB/s
207.210.125.56,25228,TRUE,MIA,North America,Miami,210 ms,6208 kB/s
207.210.125.59,25226,TRUE,MIA,North America,Miami,209 ms,6205 kB/s
67.215.254.66,25224,TRUE,MIA,North America,Miami,231 ms,6205 kB/s
209.178.239.122,25232,TRUE,MIA,North America,Miami,209 ms,6204 kB/s
198.177.59.144,25226,TRUE,MIA,North America,Miami,239 ms,6203 kB/s
207.210.125.54,25222,TRUE,MIA,North America,Miami,251 ms,6200 kB/s
67.215.254.112,25228,TRUE,MIA,North America,Miami,208 ms,6199 kB/s
40.27.137.26,25255,TRUE,MIA,North America,Miami,215 ms,6198 kB/s
104.145.214.159,25220,TRUE,IAD,North America,Ashburn,270 ms,6198 kB/s
198.177.59.180,25232,TRUE,MIA,North America,Miami,239 ms,6198 kB/s
172.252.113.55,25228,TRUE,MIA,North America,Miami,237 ms,6196 kB/s
172.121.49.240,25228,TRUE,MIA,North America,Miami,209 ms,6195 kB/s
72.9.227.125,25220,TRUE,MIA,North America,Miami,235 ms,6195 kB/s
5.161.149.54,8880,TRUE,IAD,North America,Ashburn,237 ms,6195 kB/s
67.215.254.112,25220,TRUE,MIA,North America,Miami,231 ms,6195 kB/s
172.252.113.17,25242,TRUE,MIA,North America,Miami,237 ms,6189 kB/s
40.27.137.29,25255,TRUE,MIA,North America,Miami,232 ms,6189 kB/s
198.177.59.179,25222,TRUE,MIA,North America,Miami,249 ms,6188 kB/s
172.121.49.244,25228,TRUE,MIA,North America,Miami,206 ms,6187 kB/s
216.83.47.205,25222,TRUE,MIA,North America,Miami,234 ms,6186 kB/s
172.252.113.45,25242,TRUE,MIA,North America,Miami,209 ms,6185 kB/s
172.252.113.8,25222,TRUE,MIA,North America,Miami,235 ms,6183 kB/s
40.27.137.57,25255,TRUE,MIA,North America,Miami,230 ms,6183 kB/s
172.252.113.52,25242,TRUE,MIA,North America,Miami,231 ms,6182 kB/s
66.92.166.251,25212,TRUE,LAX,North America,Los Angeles,203 ms,6182 kB/s
207.210.125.34,25232,TRUE,MIA,North America,Miami,235 ms,6181 kB/s
198.177.59.101,25227,TRUE,MIA,North America,Miami,230 ms,6177 kB/s
198.177.59.231,25232,TRUE,MIA,North America,Miami,231 ms,6176 kB/s
72.9.227.86,25229,TRUE,MIA,North America,Miami,234 ms,6173 kB/s
40.223.251.75,25212,TRUE,IAD,North America,Ashburn,275 ms,6173 kB/s
172.252.113.48,25229,TRUE,MIA,North America,Miami,231 ms,6172 kB/s
207.210.125.57,25228,TRUE,MIA,North America,Miami,239 ms,6170 kB/s
172.121.56.141,25212,TRUE,IAD,North America,Ashburn,266 ms,6170 kB/s
207.210.125.35,25226,TRUE,MIA,North America,Miami,206 ms,6169 kB/s
40.27.137.38,25255,TRUE,MIA,North America,Miami,236 ms,6166 kB/s
172.252.113.159,25222,TRUE,MIA,North America,Miami,231 ms,6164 kB/s
67.215.254.109,25232,TRUE,MIA,North America,Miami,236 ms,6163 kB/s
172.252.113.2,25242,TRUE,MIA,North America,Miami,242 ms,6163 kB/s
40.27.137.63,25255,TRUE,MIA,North America,Miami,234 ms,6160 kB/s
72.9.227.103,25232,TRUE,MIA,North America,Miami,237 ms,6156 kB/s
72.9.227.124,25232,TRUE,MIA,North America,Miami,238 ms,6154 kB/s
216.83.47.213,25242,TRUE,MIA,North America,Miami,211 ms,6153 kB/s
209.51.136.135,25226,TRUE,MIA,North America,Miami,230 ms,6152 kB/s
198.177.59.59,25226,TRUE,MIA,North America,Miami,237 ms,6150 kB/s
72.9.227.115,25232,TRUE,MIA,North America,Miami,231 ms,6148 kB/s
216.83.47.198,25242,TRUE,MIA,North America,Miami,237 ms,6145 kB/s
40.27.137.46,25222,TRUE,MIA,North America,Miami,237 ms,6143 kB/s
40.183.95.87,25228,TRUE,IAD,North America,Ashburn,264 ms,6141 kB/s
72.9.227.117,25220,TRUE,MIA,North America,Miami,238 ms,6141 kB/s
172.252.113.150,25224,TRUE,MIA,North America,Miami,246 ms,6140 kB/s
209.51.136.156,25229,TRUE,MIA,North America,Miami,268 ms,6139 kB/s
67.215.254.117,25232,TRUE,MIA,North America,Miami,212 ms,6138 kB/s
172.121.49.104,25242,TRUE,MIA,North America,Miami,246 ms,6138 kB/s
216.83.47.204,25242,TRUE,MIA,North America,Miami,242 ms,6138 kB/s
67.215.254.113,25232,TRUE,MIA,North America,Miami,231 ms,6138 kB/s
67.215.254.71,25228,TRUE,MIA,North America,Miami,239 ms,6137 kB/s
172.121.49.168,25229,TRUE,MIA,North America,Miami,242 ms,6134 kB/s
172.252.113.19,25222,TRUE,MIA,North America,Miami,243 ms,6133 kB/s
207.210.125.42,25226,TRUE,MIA,North America,Miami,231 ms,6132 kB/s
67.215.254.101,25224,TRUE,MIA,North America,Miami,215 ms,6131 kB/s
198.177.59.106,25227,TRUE,MIA,North America,Miami,237 ms,6131 kB/s
172.252.113.185,25222,TRUE,MIA,North America,Miami,236 ms,6129 kB/s
40.27.137.8,25255,TRUE,MIA,North America,Miami,238 ms,6128 kB/s
209.51.136.135,25228,TRUE,MIA,North America,Miami,241 ms,6128 kB/s
209.178.239.50,25232,TRUE,MIA,North America,Miami,236 ms,6128 kB/s
216.83.47.220,25222,TRUE,MIA,North America,Miami,236 ms,6128 kB/s
172.252.113.53,25242,TRUE,MIA,North America,Miami,237 ms,6128 kB/s
172.252.83.134,25242,TRUE,MIA,North America,Miami,231 ms,6127 kB/s
216.83.47.221,25242,TRUE,MIA,North America,Miami,229 ms,6124 kB/s
207.210.125.4,25222,TRUE,MIA,North America,Miami,232 ms,6124 kB/s
67.215.254.76,25224,TRUE,MIA,North America,Miami,229 ms,6123 kB/s
209.51.136.136,25229,TRUE,MIA,North America,Miami,247 ms,6123 kB/s
207.210.125.31,25226,TRUE,MIA,North America,Miami,212 ms,6123 kB/s
216.83.47.193,25242,TRUE,MIA,North America,Miami,211 ms,6122 kB/s
207.210.125.3,25226,TRUE,MIA,North America,Miami,232 ms,6121 kB/s
172.121.49.247,25232,TRUE,MIA,North America,Miami,239 ms,6118 kB/s
67.215.254.126,25220,TRUE,MIA,North America,Miami,231 ms,6118 kB/s
104.253.10.246,25220,TRUE,IAD,North America,Ashburn,275 ms,6118 kB/s
40.223.157.247,25222,TRUE,IAD,North America,Ashburn,281 ms,6117 kB/s
207.210.125.46,25222,TRUE,MIA,North America,Miami,237 ms,6116 kB/s
216.83.47.192,25242,TRUE,MIA,North America,Miami,210 ms,6116 kB/s
216.83.47.238,25242,TRUE,MIA,North America,Miami,231 ms,6115 kB/s
216.83.47.209,25242,TRUE,MIA,North America,Miami,237 ms,6114 kB/s
67.215.254.65,25220,TRUE,MIA,North America,Miami,237 ms,6113 kB/s
216.83.47.199,25242,TRUE,MIA,North America,Miami,231 ms,6113 kB/s
207.210.125.55,25228,TRUE,MIA,North America,Miami,208 ms,6112 kB/s
172.252.113.14,25222,TRUE,MIA,North America,Miami,237 ms,6112 kB/s
107.151.216.126,25232,TRUE,MIA,North America,Miami,237 ms,6112 kB/s
172.121.33.71,25220,TRUE,IAD,North America,Ashburn,264 ms,6112 kB/s
209.51.136.149,25226,TRUE,MIA,North America,Miami,235 ms,6112 kB/s
67.215.254.102,25220,TRUE,MIA,North America,Miami,235 ms,6111 kB/s
72.9.227.100,25228,TRUE,MIA,North America,Miami,240 ms,6111 kB/s
216.83.47.219,25242,TRUE,MIA,North America,Miami,209 ms,6111 kB/s
172.121.56.166,25212,TRUE,IAD,North America,Ashburn,271 ms,6110 kB/s
172.121.49.94,25242,TRUE,MIA,North America,Miami,240 ms,6110 kB/s
216.83.47.237,25227,TRUE,MIA,North America,Miami,238 ms,6109 kB/s
172.252.113.15,25220,TRUE,MIA,North America,Miami,228 ms,6109 kB/s
172.121.49.246,25229,TRUE,MIA,North America,Miami,233 ms,6109 kB/s
207.210.125.59,25232,TRUE,MIA,North America,Miami,235 ms,6108 kB/s
198.177.59.233,25222,TRUE,MIA,North America,Miami,231 ms,6108 kB/s
172.120.250.105,25232,TRUE,MIA,North America,Miami,231 ms,6108 kB/s
207.210.125.45,25228,TRUE,MIA,North America,Miami,235 ms,6106 kB/s
178.156.164.81,8020,TRUE,IAD,North America,Ashburn,238 ms,6105 kB/s
198.177.59.100,25226,TRUE,MIA,North America,Miami,211 ms,6105 kB/s
216.83.47.196,25227,TRUE,MIA,North America,Miami,238 ms,6103 kB/s
172.121.56.109,25212,TRUE,IAD,North America,Ashburn,266 ms,6103 kB/s
75.127.120.159,25212,TRUE,IAD,North America,Ashburn,271 ms,6102 kB/s
216.83.47.227,25242,TRUE,MIA,North America,Miami,239 ms,6102 kB/s
72.9.227.88,25232,TRUE,MIA,North America,Miami,240 ms,6101 kB/s
172.252.113.133,25224,TRUE,MIA,North America,Miami,239 ms,6100 kB/s
67.215.254.74,25220,TRUE,MIA,North America,Miami,233 ms,6099 kB/s
40.27.137.50,25262,TRUE,MIA,North America,Miami,236 ms,6099 kB/s
198.177.59.228,25222,TRUE,MIA,North America,Miami,243 ms,6099 kB/s
209.178.239.43,25232,TRUE,MIA,North America,Miami,236 ms,6097 kB/s
67.215.254.84,25220,TRUE,MIA,North America,Miami,209 ms,6097 kB/s
67.215.254.98,25232,TRUE,MIA,North America,Miami,231 ms,6096 kB/s
172.252.113.4,25242,TRUE,MIA,North America,Miami,250 ms,6096 kB/s
198.177.59.226,25222,TRUE,MIA,North America,Miami,236 ms,6096 kB/s
172.252.113.56,25229,TRUE,MIA,North America,Miami,241 ms,6094 kB/s
198.177.59.171,25222,TRUE,MIA,North America,Miami,231 ms,6094 kB/s
40.27.137.17,25262,TRUE,MIA,North America,Miami,246 ms,6093 kB/s
207.210.125.51,25232,TRUE,MIA,North America,Miami,230 ms,6093 kB/s
72.9.227.78,25232,TRUE,MIA,North America,Miami,234 ms,6092 kB/s
172.121.37.41,25220,TRUE,IAD,North America,Ashburn,281 ms,6091 kB/s
40.27.137.6,25282,TRUE,MIA,North America,Miami,232 ms,6091 kB/s
172.252.113.58,25228,TRUE,MIA,North America,Miami,229 ms,6091 kB/s
172.120.243.241,25220,TRUE,IAD,North America,Ashburn,273 ms,6090 kB/s
67.215.254.66,25220,TRUE,MIA,North America,Miami,236 ms,6090 kB/s
209.51.136.174,25228,TRUE,MIA,North America,Miami,240 ms,6090 kB/s
198.177.59.175,25222,TRUE,MIA,North America,Miami,242 ms,6090 kB/s
209.51.136.175,25226,TRUE,MIA,North America,Miami,234 ms,6090 kB/s
40.223.157.10,25212,TRUE,IAD,North America,Ashburn,273 ms,6089 kB/s
40.27.137.18,25292,TRUE,MIA,North America,Miami,237 ms,6089 kB/s
67.215.254.124,25224,TRUE,MIA,North America,Miami,234 ms,6089 kB/s
172.252.113.11,25212,TRUE,MIA,North America,Miami,235 ms,6086 kB/s
172.120.250.97,25232,TRUE,MIA,North America,Miami,231 ms,6086 kB/s
67.215.254.114,25220,TRUE,MIA,North America,Miami,239 ms,6086 kB/s
172.252.113.4,25229,TRUE,MIA,North America,Miami,233 ms,6084 kB/s
172.252.113.31,25242,TRUE,MIA,North America,Miami,241 ms,6083 kB/s
172.121.37.194,25222,TRUE,IAD,North America,Ashburn,237 ms,6083 kB/s
40.27.137.44,25292,TRUE,MIA,North America,Miami,206 ms,6083 kB/s
198.177.59.102,25227,TRUE,MIA,North America,Miami,229 ms,6082 kB/s
172.121.10.245,25212,TRUE,IAD,North America,Ashburn,258 ms,6082 kB/s
198.177.59.59,25222,TRUE,MIA,North America,Miami,212 ms,6082 kB/s
198.177.59.239,25212,TRUE,MIA,North America,Miami,208 ms,6080 kB/s
143.20.106.82,25212,TRUE,LAX,North America,Los Angeles,211 ms,6080 kB/s
40.223.157.211,25212,TRUE,IAD,North America,Ashburn,269 ms,6080 kB/s
207.210.125.22,25232,TRUE,MIA,North America,Miami,211 ms,6079 kB/s
207.210.125.53,25228,TRUE,MIA,North America,Miami,242 ms,6079 kB/s
40.27.137.23,25255,TRUE,MIA,North America,Miami,242 ms,6079 kB/s
172.252.113.158,25224,TRUE,MIA,North America,Miami,240 ms,6078 kB/s
198.177.59.182,25222,TRUE,MIA,North America,Miami,236 ms,6077 kB/s
172.252.113.37,25222,TRUE,MIA,North America,Miami,220 ms,6077 kB/s
207.210.125.20,25228,TRUE,MIA,North America,Miami,207 ms,6077 kB/s
172.252.113.144,25222,TRUE,MIA,North America,Miami,218 ms,6077 kB/s
40.27.137.52,25292,TRUE,MIA,North America,Miami,209 ms,6075 kB/s
172.121.49.242,25212,TRUE,MIA,North America,Miami,238 ms,6075 kB/s
172.252.113.167,25224,TRUE,MIA,North America,Miami,229 ms,6075 kB/s
172.252.113.27,25242,TRUE,MIA,North America,Miami,228 ms,6074 kB/s
172.252.113.7,25242,TRUE,MIA,North America,Miami,234 ms,6074 kB/s
104.145.214.139,25212,TRUE,IAD,North America,Ashburn,268 ms,6074 kB/s
172.252.113.129,25224,TRUE,MIA,North America,Miami,206 ms,6074 kB/s
198.177.59.155,25222,TRUE,MIA,North America,Miami,238 ms,6074 kB/s
67.215.254.82,25220,TRUE,MIA,North America,Miami,236 ms,6073 kB/s
172.252.113.17,25220,TRUE,MIA,North America,Miami,236 ms,6073 kB/s
40.27.137.59,25292,TRUE,MIA,North America,Miami,235 ms,6073 kB/s
172.120.250.118,25232,TRUE,MIA,North America,Miami,208 ms,6073 kB/s
207.210.125.28,25232,TRUE,MIA,North America,Miami,240 ms,6072 kB/s
172.252.113.22,25242,TRUE,MIA,North America,Miami,232 ms,6072 kB/s
67.215.254.87,25232,TRUE,MIA,North America,Miami,232 ms,6071 kB/s
172.252.113.40,25242,TRUE,MIA,North America,Miami,239 ms,6071 kB/s
172.121.49.101,25224,TRUE,MIA,North America,Miami,206 ms,6071 kB/s
72.9.227.84,25229,TRUE,MIA,North America,Miami,241 ms,6070 kB/s
172.252.113.39,25222,TRUE,MIA,North America,Miami,227 ms,6070 kB/s
207.210.125.26,25226,TRUE,MIA,North America,Miami,238 ms,6070 kB/s
172.120.250.74,25232,TRUE,MIA,North America,Miami,209 ms,6070 kB/s
209.178.239.48,25226,TRUE,MIA,North America,Miami,246 ms,6069 kB/s
198.177.59.111,25226,TRUE,MIA,North America,Miami,238 ms,6068 kB/s
207.210.125.42,25228,TRUE,MIA,North America,Miami,205 ms,6068 kB/s
172.252.113.24,25242,TRUE,MIA,North America,Miami,210 ms,6068 kB/s
172.252.113.190,25224,TRUE,MIA,North America,Miami,240 ms,6067 kB/s
107.151.216.163,25224,TRUE,MIA,North America,Miami,239 ms,6067 kB/s
72.9.227.126,25232,TRUE,MIA,North America,Miami,237 ms,6066 kB/s
198.177.59.100,25222,TRUE,MIA,North America,Miami,208 ms,6066 kB/s
172.252.113.146,25224,TRUE,MIA,North America,Miami,231 ms,6064 kB/s
198.177.59.109,25226,TRUE,MIA,North America,Miami,238 ms,6064 kB/s
172.252.113.171,25224,TRUE,MIA,North America,Miami,230 ms,6063 kB/s
67.215.254.73,25232,TRUE,MIA,North America,Miami,241 ms,6062 kB/s
172.121.49.239,25232,TRUE,MIA,North America,Miami,229 ms,6062 kB/s
172.252.113.48,25222,TRUE,MIA,North America,Miami,239 ms,6061 kB/s
216.83.47.242,25242,TRUE,MIA,North America,Miami,244 ms,6061 kB/s
209.178.239.122,25226,TRUE,MIA,North America,Miami,235 ms,6058 kB/s
198.177.59.181,25232,TRUE,MIA,North America,Miami,232 ms,6057 kB/s
72.9.227.89,25232,TRUE,MIA,North America,Miami,241 ms,6056 kB/s
67.215.254.110,25224,TRUE,MIA,North America,Miami,240 ms,6055 kB/s
198.177.59.109,25222,TRUE,MIA,North America,Miami,208 ms,6055 kB/s
172.252.113.46,25242,TRUE,MIA,North America,Miami,232 ms,6054 kB/s
216.83.47.199,25222,TRUE,MIA,North America,Miami,243 ms,6054 kB/s
172.252.113.56,25222,TRUE,MIA,North America,Miami,206 ms,6054 kB/s
172.252.113.18,25242,TRUE,MIA,North America,Miami,235 ms,6053 kB/s
67.215.254.86,25224,TRUE,MIA,North America,Miami,241 ms,6052 kB/s
198.177.59.70,25227,TRUE,MIA,North America,Miami,228 ms,6052 kB/s
207.210.125.36,25226,TRUE,MIA,North America,Miami,234 ms,6052 kB/s
172.252.113.44,25222,TRUE,MIA,North America,Miami,232 ms,6052 kB/s
172.120.250.117,25232,TRUE,MIA,North America,Miami,212 ms,6051 kB/s
198.177.59.238,25222,TRUE,MIA,North America,Miami,230 ms,6050 kB/s
67.215.254.91,25232,TRUE,MIA,North America,Miami,212 ms,6049 kB/s
67.215.254.111,25232,TRUE,MIA,North America,Miami,240 ms,6045 kB/s
198.177.59.143,25227,TRUE,MIA,North America,Miami,235 ms,6045 kB/s
172.252.113.31,25222,TRUE,MIA,North America,Miami,230 ms,6045 kB/s
104.145.214.183,25212,TRUE,IAD,North America,Ashburn,272 ms,6035 kB/s
172.252.113.40,25222,TRUE,MIA,North America,Miami,230 ms,6033 kB/s
72.9.227.97,25232,TRUE,MIA,North America,Miami,205 ms,6032 kB/s
207.210.125.54,25226,TRUE,MIA,North America,Miami,245 ms,6032 kB/s
172.252.113.60,25220,TRUE,MIA,North America,Miami,242 ms,6032 kB/s
172.252.113.130,25228,TRUE,MIA,North America,Miami,241 ms,6030 kB/s
216.83.47.241,25227,TRUE,MIA,North America,Miami,239 ms,6028 kB/s
209.178.239.50,25226,TRUE,MIA,North America,Miami,230 ms,6028 kB/s
172.121.49.107,25224,TRUE,MIA,North America,Miami,237 ms,6028 kB/s
172.120.250.115,25232,TRUE,MIA,North America,Miami,230 ms,6028 kB/s
172.252.113.38,25222,TRUE,MIA,North America,Miami,237 ms,6025 kB/s
72.9.227.94,25232,TRUE,MIA,North America,Miami,247 ms,6024 kB/s
172.252.113.175,25222,TRUE,MIA,North America,Miami,209 ms,6022 kB/s
172.120.250.119,25232,TRUE,MIA,North America,Miami,212 ms,6022 kB/s
172.121.49.103,25224,TRUE,MIA,North America,Miami,206 ms,6016 kB/s
104.253.186.40,25220,TRUE,IAD,North America,Ashburn,268 ms,6015 kB/s
40.27.174.250,25220,TRUE,IAD,North America,Ashburn,242 ms,6009 kB/s
207.210.125.62,25226,TRUE,MIA,North America,Miami,211 ms,6009 kB/s
172.252.113.168,25224,TRUE,MIA,North America,Miami,231 ms,6007 kB/s
40.27.137.23,25292,TRUE,MIA,North America,Miami,229 ms,6003 kB/s
207.210.125.50,25226,TRUE,MIA,North America,Miami,236 ms,6003 kB/s
72.9.227.114,25232,TRUE,MIA,North America,Miami,242 ms,6003 kB/s
66.23.224.204,9527,TRUE,EWR,North America,Newark,260 ms,6003 kB/s
209.51.136.183,25226,TRUE,MIA,North America,Miami,249 ms,5998 kB/s
172.121.49.176,25222,TRUE,MIA,North America,Miami,237 ms,5997 kB/s
207.210.125.34,25226,TRUE,MIA,North America,Miami,241 ms,5997 kB/s
72.9.227.96,25220,TRUE,MIA,North America,Miami,244 ms,5996 kB/s
209.51.136.160,25228,TRUE,MIA,North America,Miami,258 ms,5995 kB/s
209.51.136.167,25229,TRUE,MIA,North America,Miami,226 ms,5993 kB/s
172.121.37.11,25220,TRUE,IAD,North America,Ashburn,264 ms,5990 kB/s
172.121.10.239,25228,TRUE,IAD,North America,Ashburn,258 ms,5990 kB/s
216.83.47.192,25222,TRUE,MIA,North America,Miami,211 ms,5990 kB/s
